months_as_customer,policy_deductable,policy_annual_premium,umbrella_limit,incident_type,collision_type,incident_severity,authorities_contacted,property_damage,total_claim_amount,fraud_reported,injury_share,vehicle_share,property_share,claim_to_premium,claim_to_deductible,has_umbrella_policy
122,500,1495.06,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NO,99990,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,66.88025898626142,199.98,0
108,1000,1337.92,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NO,61380,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,45.87718249222674,61.38,0
14,2000,1587.96,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Not recorded,71280,1,0.18181818181818182,0.6363636363636364,0.18181818181818182,44.88778054862843,35.64,0
298,1000,1362.29,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,64000,0,0.2,0.7,0.1,46.979717974880536,64.0,0
276,500,1448.84,0,Parked Car,No Collision,Trivial Damage,Police,Not recorded,5940,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,4.099831589409459,11.88,0
47,2000,1241.97,0,Parked Car,No Collision,Minor Damage,Police,NO,6700,0,0.1,0.8,0.1,5.394655265425091,3.35,0
222,500,1124.6,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,YES,51740,0,0.23076923076923078,0.6153846153846154,0.15384615384615385,46.007469322425756,103.48,0
119,2000,1079.92,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Not recorded,53600,1,0.125,0.75,0.125,49.63330617082747,26.8,0
73,1000,1447.78,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,YES,44910,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,31.019906339360954,44.91,0
8,500,1229.16,4000000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Not recorded,48100,0,0.23076923076923078,0.6153846153846154,0.15384615384615385,39.13241563344072,96.2,1
294,1000,1226.49,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,6100,0,0.1,0.7,0.2,4.973542385180474,6.1,0
324,2000,897.89,6000000,Single Vehicle Collision,Rear Collision,Minor Damage,Other,Not recorded,79600,0,0.2,0.6,0.2,88.65228480103353,39.8,1
155,500,1706.79,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,77040,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,45.137363120243265,154.08,0
261,1000,1254.18,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,YES,62590,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,49.90511728778963,62.59,0
245,500,885.08,0,Single Vehicle Collision,Front Collision,Total Loss,Other,YES,85150,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,96.20599267862792,170.3,0
235,500,1046.58,4000000,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,4950,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,4.729690993521757,9.9,1
53,2000,1712.68,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,51100,0,0.2,0.7,0.1,29.83627998225004,25.55,0
426,2000,1097.71,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,YES,100800,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,91.82753186178499,50.4,0
111,500,1363.77,4000000,Single Vehicle Collision,Side Collision,Total Loss,Police,YES,90970,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,66.70479626329953,181.94,1
86,500,1382.88,7000000,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,81840,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,59.18083998611593,163.68,1
296,1000,1141.35,7000000,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,Not recorded,54900,0,0.1,0.8,0.1,48.100933105532924,54.9,1
125,500,1054.83,7000000,Single Vehicle Collision,Front Collision,Total Loss,Fire,YES,88660,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,84.05145852886248,177.32,1
177,2000,1057.77,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Not recorded,18000,0,0.125,0.75,0.125,17.01693184718795,9.0,0
238,2000,1488.02,0,Vehicle Theft,No Collision,Minor Damage,Police,YES,5500,0,0.2,0.7,0.1,3.696186879208613,2.75,0
81,500,920.3,5000000,Multi-vehicle Collision,Rear Collision,Major Damage,Other,Not recorded,73920,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,80.32163424970119,147.84,1
128,1000,986.53,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,101860,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,103.25078811592147,101.86,0
449,2000,1440.68,0,Parked Car,No Collision,Minor Damage,Police,YES,5390,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,3.741288835827526,2.695,0
252,1000,1086.21,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,Not recorded,50490,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,46.48272433507333,50.49,0
359,2000,1367.68,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NO,55500,0,0.1,0.7,0.2,40.579667758540005,27.75,0
19,1000,1215.85,0,Vehicle Theft,No Collision,Minor Damage,Police,YES,7040,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,5.790187934366904,7.04,0
73,2000,1191.19,4000000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,Not recorded,40160,0,0.125,0.875,0.0,33.714184974689175,20.08,1
285,1000,1594.45,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,YES,55680,0,0.125,0.75,0.125,34.921132678980214,55.68,0
196,2000,1463.07,0,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,5300,1,0.1,0.8,0.1,3.6225197700725187,2.65,0
223,500,1734.09,0,Parked Car,No Collision,Trivial Damage,Police,YES,5200,0,0.125,0.75,0.125,2.998690956063411,10.4,0
328,500,1411.43,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,YES,59400,0,0.1,0.7,0.2,42.084977646783756,118.8,0
285,2000,1512.58,0,Vehicle Theft,No Collision,Minor Damage,Police,Not recorded,2520,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,1.6660275820121913,1.26,0
30,2000,1153.35,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,5760,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,4.99414748341787,2.88,0
342,500,1722.95,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Not recorded,76700,0,0.1,0.8,0.1,44.51667198699904,153.4,0
219,2000,1281.07,7000000,Parked Car,No Collision,Trivial Damage,Police,NO,5920,0,0.125,0.75,0.125,4.621137018273787,2.96,1
468,500,1011.92,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,YES,64350,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,63.59198355601234,128.7,0
241,2000,1042.26,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,19080,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,18.306372690115712,9.54,0
223,500,1235.1,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NO,54400,0,0.1,0.8,0.1,44.045016597846335,108.8,0
128,2000,768.91,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Not recorded,59800,1,0.1,0.8,0.1,77.77243110377027,29.9,0
124,500,1301.72,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,Not recorded,72000,0,0.1,0.8,0.1,55.31143410257198,144.0,0
343,500,1451.54,3000000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NO,65070,0,0.1111111111111111,0.6666666666666666,0.2222222222222222,44.82825137440236,130.14,1
404,500,767.14,0,Parked Car,No Collision,Trivial Damage,Police,NO,8800,0,0.2,0.7,0.1,11.471178663607686,17.6,0
63,2000,1620.89,0,Vehicle Theft,No Collision,Minor Damage,Police,NO,6120,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,3.7757034715495807,3.06,0
210,2000,1048.46,0,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,7080,0,0.16666666666666666,0.75,0.08333333333333333,6.7527611926062985,3.54,0
335,1000,1538.26,6000000,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,YES,34320,0,0.25,0.625,0.125,22.310922730877746,34.32,1
11,2000,1217.69,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,Not recorded,53460,1,0.18181818181818182,0.6363636363636364,0.18181818181818182,43.902799563107195,26.73,0
142,2000,1362.64,5000000,Single Vehicle Collision,Side Collision,Total Loss,Other,YES,81360,1,0.08333333333333333,0.75,0.16666666666666666,59.70762637233605,40.68,1
272,1000,1279.13,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Not recorded,81070,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,63.37901542454637,81.07,0
69,2000,924.72,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,63120,0,0.08333333333333333,0.75,0.16666666666666666,68.25849987023099,31.56,0
38,1000,1019.44,0,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,7200,0,0.2,0.7,0.1,7.0627010907949455,7.2,0
328,500,1314.6,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,Not recorded,70290,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,53.46873573710635,140.58,0
281,1000,1515.18,6000000,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NO,60190,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,39.72465317652028,60.19,1
246,2000,1649.18,0,Single Vehicle Collision,Front Collision,Major Damage,Other,YES,61380,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,37.21849646490983,30.69,0
298,500,1451.01,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,28100,0,0.1,0.7,0.2,19.365821048786707,56.2,0
330,1000,978.46,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,YES,49060,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,50.14001594342129,49.06,0
362,500,1198.34,4000000,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Not recorded,57060,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,47.615868618255256,114.12,1
241,2000,1003.23,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,77880,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,77.62925749828055,38.94,0
245,2000,1212.0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,YES,73500,0,0.1,0.7,0.2,60.64356435643565,36.75,0
371,1000,1242.96,7000000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,YES,88920,0,0.07692307692307693,0.7692307692307693,0.15384615384615385,71.53890712492759,88.92,1
343,1000,1053.02,0,Single Vehicle Collision,Front Collision,Major Damage,Other,Not recorded,47630,1,0.2727272727272727,0.6363636363636364,0.09090909090909091,45.23180946230841,47.63,0
377,500,1693.63,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,YES,59040,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,34.860034364058265,118.08,0
154,1000,2047.59,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,Not recorded,79530,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,38.8407835553016,79.53,0
166,1000,1083.72,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NO,53680,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,49.533089727974016,53.68,0
298,1000,1138.42,6000000,Single Vehicle Collision,Side Collision,Minor Damage,Police,NO,33550,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,29.470669875792762,33.55,1
235,500,1072.62,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,Not recorded,69100,0,0.1,0.8,0.1,64.42169640692883,138.2,0
172,2000,1219.04,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Not recorded,79750,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,65.4203307520672,39.875,0
27,2000,1371.78,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,Not recorded,53600,1,0.1,0.7,0.2,39.07332079487965,26.8,0
428,2000,1506.21,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NO,76560,0,0.16666666666666666,0.75,0.08333333333333333,50.829565598422526,38.28,0
99,1000,1058.21,3000000,Single Vehicle Collision,Front Collision,Total Loss,Fire,YES,41130,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,38.86752156944274,41.13,1
107,2000,932.14,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NO,78650,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,84.37573755015342,39.325,0
272,2000,1608.34,0,Single Vehicle Collision,Side Collision,Major Damage,Other,Not recorded,71060,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,44.18220028103511,35.53,0
151,1000,1728.56,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,YES,38830,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,22.463784884528163,38.83,0
249,1000,1518.46,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,Not recorded,53500,0,0.1,0.8,0.1,35.23306507909329,53.5,0
177,2000,1540.19,0,Single Vehicle Collision,Front Collision,Major Damage,Other,YES,73700,1,0.1,0.8,0.1,47.85123913283426,36.85,0
190,2000,965.21,0,Parked Car,No Collision,Trivial Damage,Police,Not recorded,6300,0,0.1,0.8,0.1,6.527077009148268,3.15,0
174,2000,1278.75,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Not recorded,65400,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,51.143695014662754,32.7,0
95,1000,773.99,0,Vehicle Theft,No Collision,Trivial Damage,Police,YES,3200,0,0.2,0.7,0.1,4.134420341348079,3.2,0
371,1000,1532.47,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,YES,75400,1,0.1,0.7,0.2,49.201615692313716,75.4,0
2,1000,1340.56,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,YES,58140,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,43.369934952557145,58.14,0
269,500,1297.75,4000000,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Not recorded,98670,1,0.15384615384615385,0.6923076923076923,0.15384615384615385,76.0315931419765,197.34,1
101,1000,433.33,0,Parked Car,No Collision,Minor Damage,Police,Not recorded,5900,0,0.2,0.7,0.1,13.615489349918077,5.9,0
94,2000,1025.54,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Not recorded,64100,0,0.1,0.8,0.1,62.5036566101761,32.05,0
117,500,1264.77,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,YES,55440,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,43.83405678502811,110.88,0
111,500,1459.97,5000000,Multi-vehicle Collision,Side Collision,Major Damage,Police,NO,80850,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,55.37785022979924,161.7,1
242,500,1238.65,0,Vehicle Theft,No Collision,Trivial Damage,Police,YES,7480,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,6.038832600008073,14.96,0
440,500,1050.76,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,53640,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,51.04876470364308,107.28,0
20,1000,1711.72,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NO,63250,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,36.951136868179375,63.25,0
461,500,865.33,7000000,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NO,59040,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,68.22830596419863,118.08,1
208,500,1153.49,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,YES,50500,0,0.2,0.7,0.1,43.78018014893931,101.0,0
279,2000,1281.25,0,Single Vehicle Collision,Side Collision,Major Damage,Police,YES,57690,1,0.1111111111111111,0.6666666666666666,0.2222222222222222,45.02634146341463,28.845,0
244,500,1342.8,0,Vehicle Theft,No Collision,Trivial Damage,Police,YES,5940,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,4.423592493297587,11.88,0
134,2000,1443.32,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Not recorded,47790,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,33.11116038023446,23.895,0
122,1000,1629.94,0,Parked Car,No Collision,Trivial Damage,Police,Not recorded,3850,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,2.362050136814852,3.85,0
156,2000,1134.08,0,Single Vehicle Collision,Front Collision,Major Damage,Police,Not recorded,59000,1,0.1,0.8,0.1,52.02454853273138,29.5,0
232,500,1483.91,8000000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NO,70600,1,0.1,0.7,0.2,47.57700938736176,141.2,1
244,2000,1304.67,7000000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,Not recorded,61490,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,47.13069205239639,30.745,1
84,2000,1035.79,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NO,57640,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,55.64834570714141,28.82,0
394,500,1401.2,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,6890,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,4.917213816728518,13.78,0
246,1000,1665.45,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,53280,1,0.2222222222222222,0.6666666666666666,0.1111111111111111,31.99135368819238,53.28,0
35,2000,653.66,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NO,78300,0,0.2,0.7,0.1,119.78704525288377,39.15,0
156,500,1080.13,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,41490,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,38.412042994824695,82.98,0
195,2000,1346.18,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,YES,68970,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,51.23386174211472,34.485,0
369,2000,1589.54,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,85300,0,0.2,0.7,0.1,53.66332398052267,42.65,0
271,1000,1251.65,0,Parked Car,No Collision,Minor Damage,Police,NO,3080,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,2.4607518076139496,3.08,0
332,2000,1083.01,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,YES,71760,1,0.15384615384615385,0.6923076923076923,0.15384615384615385,66.25977599468149,35.88,0
107,500,974.59,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,Not recorded,59700,0,0.2,0.6,0.2,61.25652838629578,119.4,0
217,2000,1399.85,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NO,64920,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,46.376397471157624,32.46,0
243,500,1307.74,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Not recorded,37530,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,28.69836511844862,75.06,0
296,2000,1219.27,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,YES,64080,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,52.55603762907313,32.04,0
264,500,1411.3,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NO,60390,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,42.79033515198753,120.78,0
108,2000,694.45,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,Not recorded,64350,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,92.66325869393044,32.175,0
32,500,1006.77,6000000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,YES,70900,0,0.2,0.7,0.1,70.42323470107374,141.8,1
259,1000,1422.36,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NO,46560,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,32.734328861891505,46.56,0
186,1000,1348.32,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,4730,1,0.18181818181818182,0.6363636363636364,0.18181818181818182,3.5080693010561292,4.73,0
201,2000,1315.56,0,Vehicle Theft,No Collision,Minor Damage,Police,YES,6820,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,5.184104107756393,3.41,0
436,2000,1407.01,5000000,Single Vehicle Collision,Rear Collision,Major Damage,Police,Not recorded,59900,1,0.2,0.7,0.1,42.572547458795604,29.95,1
189,2000,1388.58,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,Not recorded,79560,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,57.29594261763817,39.78,0
105,500,1310.76,0,Single Vehicle Collision,Front Collision,Total Loss,Other,YES,70290,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,53.625377643504535,140.58,0
163,1000,1004.63,6000000,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,YES,63910,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,63.61546041826344,63.91,1
219,500,1134.91,0,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,6400,0,0.1,0.8,0.1,5.639213682142196,12.8,0
88,1000,1194.0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,66780,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,55.92964824120603,66.78,0
40,1000,1248.25,4000000,Parked Car,No Collision,Minor Damage,Police,NO,8760,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,7.017824954936912,8.76,1
284,500,1338.54,1000000,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,YES,94160,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,70.34530159726269,188.32,1
59,2000,782.23,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Not recorded,51570,0,0.1111111111111111,0.6666666666666666,0.2222222222222222,65.92690129501553,25.785,0
39,2000,1366.9,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Not recorded,52700,1,0.2,0.6,0.2,38.55439315238861,26.35,0
147,1000,1275.81,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,YES,101010,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,79.17323112375668,101.01,0
156,500,1090.65,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,53400,1,0.1,0.8,0.1,48.96162838674185,106.8,0
123,500,1326.0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,Not recorded,72120,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,54.38914027149321,144.24,0
231,2000,972.47,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,YES,77100,0,0.1,0.7,0.2,79.28265139284503,38.55,0
247,500,806.31,0,Parked Car,No Collision,Trivial Damage,Police,Not recorded,3300,0,0.18181818181818182,0.8181818181818182,0.0,4.092718681400454,6.6,0
194,500,1416.24,0,Parked Car,No Collision,Minor Damage,Police,YES,5940,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,4.194204372140315,11.88,0
119,2000,1097.64,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NO,63720,0,0.1111111111111111,0.5555555555555556,0.3333333333333333,58.05182026894063,31.86,0
259,500,947.75,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,7680,0,0.16666666666666666,0.75,0.08333333333333333,8.103402796096017,15.36,0
107,2000,1018.73,5000000,Multi-vehicle Collision,Side Collision,Total Loss,Police,YES,93730,0,0.15384615384615385,0.6153846153846154,0.23076923076923078,92.0067142422428,46.865,1
48,2000,1400.74,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,87300,0,0.2,0.6,0.2,62.32420006567957,43.65,0
267,500,1155.53,5000000,Parked Car,No Collision,Trivial Damage,Police,Not recorded,5670,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,4.906839285868823,11.34,1
286,500,1386.93,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,YES,65800,0,0.2,0.7,0.1,47.442913485179496,131.6,0
175,500,915.29,0,Single Vehicle Collision,Front Collision,Major Damage,Other,Not recorded,36720,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,40.1184324094003,73.44,0
111,500,1239.55,2000000,Single Vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,52800,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,42.59610342462991,105.6,1
151,500,1366.42,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NO,59100,1,0.1,0.8,0.1,43.251708845011045,118.2,0
156,1000,1086.48,6000000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,Not recorded,77440,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,71.27604741918857,77.44,1
165,2000,1247.87,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NO,45700,0,0.1,0.8,0.1,36.62240457739989,22.85,0
253,2000,1312.75,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NO,80740,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,61.50447533803085,40.37,0
10,2000,765.64,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Not recorded,31350,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,40.9461365654877,15.675,0
158,2000,1327.41,0,Single Vehicle Collision,Side Collision,Total Loss,Other,Not recorded,35000,0,0.1,0.7,0.2,26.367136001687495,17.5,0
436,1000,1338.55,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,Not recorded,68000,0,0.2,0.7,0.1,50.80124014792126,68.0,0
91,2000,1316.63,8000000,Multi-vehicle Collision,Side Collision,Minor Damage,Other,YES,84500,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,64.17900245323287,42.25,1
256,1000,1286.44,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NO,75500,0,0.1,0.7,0.2,58.68909548832436,75.5,0
274,1000,1372.18,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NO,90600,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,66.02632307714731,90.6,0
275,2000,1447.77,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,YES,64320,0,0.08333333333333333,0.75,0.16666666666666666,44.426946269089704,32.16,0
1,500,903.32,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,31700,0,0.2,0.7,0.1,35.092768896957885,63.4,0
85,1000,1454.42,0,Single Vehicle Collision,Side Collision,Major Damage,Other,YES,74280,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,51.07190495180209,74.28,0
233,2000,1603.42,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,YES,80520,0,0.16666666666666666,0.75,0.08333333333333333,50.2176597522795,40.26,0
142,2000,1616.58,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,YES,63600,0,0.1,0.7,0.2,39.34231525813755,31.8,0
266,500,1611.83,0,Single Vehicle Collision,Front Collision,Total Loss,Police,Not recorded,32800,0,0.1,0.8,0.1,20.349540584304798,65.6,0
350,500,889.13,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NO,44190,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,49.700268802087436,88.38,0
97,1000,1252.08,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,YES,50400,1,0.2,0.7,0.1,40.253018976423235,50.4,0
399,2000,995.56,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,YES,88400,0,0.2,0.7,0.1,88.7942464542569,44.2,0
305,2000,1347.92,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,YES,66550,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,49.3723663125408,33.275,0
276,1000,1724.09,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,YES,65780,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,38.15346066620652,65.78,0
257,500,1379.93,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,Not recorded,51810,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,37.545382736805486,103.62,0
